userName,content,score,at
Moeswardianto Google,"WhatsApp akun saya setiap hari mengalami verifikasi ulang SPAM semenjak 2 thn terakhir semarak judi online mendunia ini dialami di zaman sekarang dulu tidak pernah terjadi seperti ini..sabutase no akun w.a saya sudah digunakan oleh orang yang saya tidak mengenal nya?Buktikan jam 14.00 siang s/d jam 21.00 malam nantinya baru bisa saya gunakan untuk bertelekomunikasi, ini terjadi langganan bagi saya sangat terganggu dan kecewanya bila ada sewaktu2 info berita masuk harus diterima dbalas PENTING😭",5,2025-12-23 20:15:28
Silvia Pky,mantap,5,2025-12-23 20:08:07
Donadona23,"wa ku muter2 memuat terus dalam 2 hari ini, tolong dong solusinya biar bisa login lagi",1,2025-12-23 20:06:44
Izma Mawati,bagus,5,2025-12-23 20:05:15
Muhammad Rizky,Akun anda saat ini sedang dibatasi Whatsapp mohon segera tinjau akun saya dan perbaiki. Segera mungkin trimahkasih,1,2025-12-23 20:02:34
De Gz,sangat membantu,5,2025-12-23 19:49:48
Agus Irawan,sangat memuaskan,5,2025-12-23 19:42:51
Fatakhqur Rakhman,"membuka Wa kembali, maaf udah mengikuti prosesnya masih sama belum bisa kembali, apa trobel sistem nya..",2,2025-12-23 19:38:58
beny wahyu,Good,5,2025-12-23 19:35:39
Sahrul Shodikin,bug terlalu banyak,1,2025-12-23 19:34:07
Tatang,sangat terbantu sekali dengan adanya whatsapp ini,5,2025-12-23 19:28:34
iqbal sabrani,whattsap berguna bangett terimakasih,5,2025-12-23 19:24:45
Bayu Tampomas JZ11VJB,bagus vidionya,1,2025-12-23 19:08:47
Jailani,mksih smg sht slluy sngt mnyenangkn mksh semuany keindhn sllu di nntkn momeny sllu diabdikn mksih,3,2025-12-23 19:01:11
Tyo Dkm,banyak spam,1,2025-12-23 18:56:00
ADRIAN MC,WhatsApp setalah update kok malah gak bisa nelpon sama vc bisa cuma gak bisa di angkat tulisannya panggilan tak terjawab terus setelah update malah banyak bug mohon segera di perbaiki,1,2025-12-23 18:54:38
Pramata Azalai,akun sering di spam,4,2025-12-23 18:54:31
Septyadi Ade,bagus bgt aplsnya,4,2025-12-23 18:51:01
Haryanto Bagus,semga lancar,5,2025-12-23 18:48:46
Muhammad Aditya,"tolong WhatsApp ini di pebaiki mungkin bug atau gimana saya juga tidak tau, kontak teman saya itu saya sematkan tapi setelah itu tidak bisa di matikan sematlan pesannya, tolong segera di fiks bug"" seperti itu, itu merugikan bagi saya.",1,2025-12-23 18:45:05
ANTON ROLLYS,mantap,5,2025-12-23 18:35:29
Ayu Lestari,sukaaa,5,2025-12-23 18:32:38
Fadhil Rizqi Pratama,"kenapa whatsapp saya tidak bisa di gunakan karna aplikasi nya tidak resmi, padahal aplikasi yang saya gunakan resmi, tetapi di hp lain saat saya gunakan nomor tersebut bisa",3,2025-12-23 18:27:59
viaaax vinnn,bug muluuuuu,1,2025-12-23 18:27:53
Sri Liswati,Kadang suara kurang jelas,4,2025-12-23 18:24:48
Hardee Plur,bagus tapi gampang keblokir,4,2025-12-23 18:23:07
Ram Dhani,ok,5,2025-12-23 18:19:36
Riki Wahyudi,Bagus,5,2025-12-23 18:19:33
Edoandry Nasution,ok,5,2025-12-23 18:19:32
Weni Rambe,baik,5,2025-12-23 18:15:23
Zepri Bastin,Tolong berikan Whatsap saya saya ingin akun saya kembali,4,2025-12-23 18:15:21
Ariezona Rhaka,"bener2 parah makin kesini makin kesana ini apk whatsapp ga jelas perbaiki lah , jangan tiap di perbarui makin ga jelas , dan boros penyimpanan",5,2025-12-23 18:15:15
Mujani Aja,Sagat bagus..,5,2025-12-23 18:13:19
Ndoy,Hanya bintang yg berbicara.....,5,2025-12-23 18:11:23
Al Cavani,plis woi kasih tau cara ganti nama kontak diri sendiri gw dri tadi coba ngga bisa malah verifikasi kode aman🤔,3,2025-12-23 18:08:33
RA OrigamiNg,wey abis update terbaru poto-poto di dok grup maupun chat banyak yg ga kebuka,5,2025-12-23 18:03:32
SAEPUL RUSMANA,Alhamdulillah terimakasih,5,2025-12-23 18:03:21
Julima Zai,Harus cepat,5,2025-12-23 18:02:14
Dinda Agustina,kenapa wa ku di blok kir,1,2025-12-23 17:58:24
Imam Sugiyanto,keren,5,2025-12-23 17:55:05
ABD ROHMAN ROHMAN,ok,5,2025-12-23 17:53:15
Acep Suhendra,bagus,5,2025-12-23 17:52:41
Nikon Nainggolan,Belajar agar bisa dapat ilmu yang mudah dan bisa cal sama teman teman,5,2025-12-23 17:49:30
Mega Antika,semoga WA bisa kembali normal,5,2025-12-23 17:49:23
Baiq Aqila,membantu komunikasi,5,2025-12-23 17:48:17
Herka Maulana,"tolong tambahin fitur verifikasi wajah dong min, minimal 1hari 1x, supaya klok amit² HP ilang/dicuri nomornya masih aman&tidak disalah gunakan 🙏",5,2025-12-23 17:45:31
Nyung Buy,bgusd,5,2025-12-23 17:43:39
Sabella Rosyadi,senang,5,2025-12-23 17:38:16
Rohadi amar,susah untuk memperbaiki WhatsApp versi resmi baru,3,2025-12-23 17:34:29
antang in,ya jelas mantapp,5,2025-12-23 17:33:38
Teuku mursyidin Satria,sangat memudahkan untuk berkomunikasi,5,2025-12-23 17:32:04
Haris Gz,"memper mudah komnikasi, apk nga agak leg dikit kadang",4,2025-12-23 17:30:18
Tiara Rohani,Oyy wa gara gara kmu ngebug ceklis biru jadi berantem aku sama pacar aku :( jelasin wa knpaaa,2,2025-12-23 17:29:31
Arifin Ahmad rambe,"WhatsApp sekarang lain dikit "" blokir di suruh peninjauan kebuka cuma sekian menit ke blokir lagi ntah apa yang salah",1,2025-12-23 17:25:48
myname bee,kenapa saya up video di story WA tidak muncul seperti loading gt ...bnerin dong min ‼️ padahal sdh di update,3,2025-12-23 17:24:17
Chantika Aura abelia,saya beri bintang 5 agar bisa di baca orang lain karena saya tidak melakukan apa pun pelanggaran tiba tiba WhatsApp saya di blokir secara permanen oleh WhatsApp saya sangat kecewa dan saya sudah 4 kali ganti nomor nomor whatsApp dan saya sudah muak melakukannya itu setiap WhatsApp saya diblokir Kenapa tidak di beri 3 kesempatan dan akhirnya tidak di bukak oleh pihak WhatsApp,5,2025-12-23 17:22:12
Yudi Kacong,mantap,5,2025-12-23 17:22:01
Skd Baik,ok,5,2025-12-23 17:18:46
rzian Ipung,Saya pensiunan PT.POS INDONESIA inilah pengallaman saya.,5,2025-12-23 17:16:52
Lucifer.,updet gajelas,1,2025-12-23 17:16:11
musiyah musiyah,sangat bagus,5,2025-12-23 17:15:34
Anisa Cuek,"alah apaan ni wa tll amat, dikit2 kena bener, baru buka Wa kena bened.ngelanggar kaga malah kena bened, dasar toll",1,2025-12-23 17:15:19
Lucy Ana12,agak mendingan,4,2025-12-23 17:15:02
mandiri,"hey wa , gara gara nte nge bugg ceklis biru , adik aing di carekanan ku kabogohna 🤣🤣",3,2025-12-23 17:14:01
Lauh Mahfudz,puas,5,2025-12-23 17:13:18
Rahmat Kamal,"wa gila,gada spam baru chat 1orng dah keban,gada ngapa ngapain juga keban,wa makin gila sekarang,udh berapa nomor keban permanen,pdhl make hp ORI ,wa ORI tapi asal ban aja ni pihak WhatsApp,tolong diperbaiki kesalahan teknis nya yang dapat merugikan orang banyak,tidak bisa chat keluarga, teman"", rekan kerja,dll",1,2025-12-23 17:08:45
Jhon Hon,mencoba,2,2025-12-23 17:06:14
Nur Kampli,"kok wa saya setiap buat setory blur sih baru"" ini padal.biasanya walapun ikuran gede bisa ini kok malah blur, wa sekarang gak kayak dulu bisa hd kecewa gua pindah aplikasi aja paling bener",3,2025-12-23 17:00:57
Anisa Ayu,efekk mirorr waktu panggilan vidioo bisaa ga yaa dihilangin gangguu bangettt,4,2025-12-23 17:00:22
Rosian Anwar,eror terus nomor belum di verifikasi,1,2025-12-23 16:57:01
Nadzifa Azzahra,"sumpah ni wa ko bisa se bug ini, udh di hapus dan di install ulang wa nya ttp aja bug, ga bisa masukin no tlp nya.",1,2025-12-23 16:54:21
Amel Yani,mantep,5,2025-12-23 16:53:23
Bastian Monroe,nice,5,2025-12-23 16:52:30
Mega tyia,tolong kembalikan akun wa gua yang udah kau blokir,2,2025-12-23 16:52:20
Zwan Lero,memuaskan,5,2025-12-23 16:48:54
Risa Muawwana,aplikasi ini terlalu banyak update terlalu boros penyimpanan banyak aplikasi yang terhapus gara gara aplikasi ini,1,2025-12-23 16:46:56
Johanes Span,sangat mudah untuk berkomunikasi dengan orang lain,5,2025-12-23 16:46:26
Pel Yiii,sangat bagus tolong mudahkan update nya,5,2025-12-23 16:43:18
Erna,ga bisa liat video atau ngirim,2,2025-12-23 16:43:00
Siti Nurhasanah,ak suka wansahap,5,2025-12-23 16:39:21
debby vinz,"tidak bisa login , stuck di masuk nomor",1,2025-12-23 16:38:21
Ghozin Firmansyah,ok,5,2025-12-23 16:37:58
Wahidatun Ni'Mah,Makasih mantap,5,2025-12-23 16:37:23
M.irawan syaputra Irawan,"kenapa akun ku diblokir terus,pdahal Uda ganti no baru",1,2025-12-23 16:36:24
Mus Efendi,ini lah aplikasi yg paling bagus,5,2025-12-23 16:27:55
Muhammad Reyhan,"WHATSAPP SEKARANG BURUK . CHAT MASUK SERING TIDAK BUNYI NOTIFIKASINYA . SEHINGGA BIKIN KACAU PEKERJAAN. JADI SUSAH SEKARANG HARUS SERING2 NENGOK HP TAKUT ADA CHAT DARI ATASAN YANG TIDAK KETAHUAN DATANGNYA (KARENA NADA NOTIFIKASI TIDAK BERBUNYI). JANGAN SALAHKAN HP PENGGUNA. PENGATURAN NOTIFIKASI UMUM DI PERANGKAT OK, PENGATURAN SUARA DAN NADA DI APLIKASI WHATSAPP OK. MODE NO SILENT. SINYAL FULL DATA FULL WIFI KENCENG (JAKARTA SELATAN KOTA). SENGAJA NULIS HURUF BESAR SEMUA BIAR KEBACA...",5,2025-12-23 16:27:41
kuta tinggi,sangat bagus,5,2025-12-23 16:27:22
Aulia zah'ra Aulia zah'ra,baguss tapi tolong hapus mirror di vidio call,4,2025-12-23 16:23:19
PERABJ PERABU,mantap.👍,5,2025-12-23 16:23:18
पुलिस भगवान,.....istimewa.....,5,2025-12-23 16:20:04
Nurlatifah Ahmad,Kurang suka fitur status terbaru wa.,3,2025-12-23 16:17:57
Dwi Buana,tiba tiba chat hilang sebulan,1,2025-12-23 16:17:54
Stok Manz,BAGUS SEKALI APK WHATSAPP MESSENGER,5,2025-12-23 16:14:41
cintak cintak,ok,5,2025-12-23 16:12:56
M. RAMDY,no wa saya selalu terkena ban ketika lagi chatting an bersama teman,1,2025-12-23 16:10:27
Dwi irwan susato Irwansusanto,saya bgt dgn whsap ini,5,2025-12-23 16:09:39
Maman Rukmana,kenapa kontak WA suka tiba-tiba menghilang. udah di save hilang lagi. tolonglah di perbaiki.,2,2025-12-23 16:09:19
Felix Felix.pattinama,whatsp nya tidak jadi di buka ni ribet amatsih,5,2025-12-23 16:08:10
Mar Ini,Waw,5,2025-12-23 16:06:51
Munif Kacong,saya udah ber pengalaman jauh,5,2025-12-23 16:04:20
Hans S Karoen,"untuk mengisi aplikasi ini cukup rumit dan susah bila belum dimengerti, makanya perlu bantuan untuk dipandu",5,2025-12-23 16:03:18
zr akmal,"WOY WA LAPTOP GAUSAH DIBUAT KAYAK WA WEB LAH GAJELAS BANGET UDAH BENER KAYAK SEBELUMNYA MALAH DIBUAT WEB, JADI LAG CO YANG BENER AJA LAH",1,2025-12-23 16:03:13
Evi Oshin,tolong banget ini whatsapp tiba2 eror huahhhhhh,4,2025-12-23 16:03:07
Ridwan27 Dion,kenapa akun wa ku kena sepam,1,2025-12-23 16:01:06
ocep geros,mohon bantuannya,5,2025-12-23 15:56:53
Shella Tan,"nth lh ga tau knp wa saya, masuk tra tiba""keluar sendiri ngebug atau kek mna pun ga tau, wa bisnis ga enak tolong lh ini wa kenapa bikin saya kecewa padahal sblmnya ga pernah ginj",1,2025-12-23 15:55:33
Tety Gulo,kok setelah diupdate jdi gk bisa lihat video story teman ya,3,2025-12-23 15:53:41
Karman Sukarman,stop update😡🤬,1,2025-12-23 15:53:39
Yank kasih,"kini main spam saja ,,tanpa sebab tanpa apa blokir dan kena spam ....???? aneh kini apk wa sekarang ..?????? setidak bila ingin spam itu dilihat cek pesannya dulu dengan yg bersangkutan ..paham ...🤔🤔🤔🤔🤔",2,2025-12-23 15:52:43
Ihsan Firdaus,Good aplikasion,5,2025-12-23 15:52:35
Een Enong,ngga bisa masuk ke aku saya,2,2025-12-23 15:51:40
Bella angel,"saya pusing sekali... kenapa sekarang sebagian nmr"" kontak sering hilang.. nmr udah disimpan kembali, nanti gak lama kemudian nmr""nya hilang lagi. gitu aja trus. sampe capek aku nyimpennya satu persatu. Tolonglahh diperbaikk. terimakasih",3,2025-12-23 15:50:07
Izan Alfadli,"aplikasi ini bikin gua emosi mau telpon aja notif nya ""tidak dapat menelpon, mohon coba lagi"" apa itu makanya gua kasih bintang 1",1,2025-12-23 15:49:11
April Nio,Bantulah kami ini biar tetap bisa menggunakan aplikasi resmi jadi tidak rusak hp kami,1,2025-12-23 15:48:31
Wildani Sova,kenapa tiba tiba akun saya terblokir,1,2025-12-23 15:46:55
Elda Cahya putri,"sematan chat gbisa dilepas, gtau wa sekarang knpa gituu, tiba tiba ke riset sendiri pdhl memo masih banyak ga habis",3,2025-12-23 15:45:40
Ranita 323,"Whatsapp makin kesini makin ancur kok akun tiba-tiba terlalu sering keblokir jadi nggak bisa kepake lagi dan harus pake no baru, padahal nggak ngelanggar aturan apapun",1,2025-12-23 15:45:30
okky Andriyanto,kenapa kalo update video sendiri di story jadinya burem min,2,2025-12-23 15:44:40
InitiaL N,setelah update saya tidak bisa update status dan tidak bisa melihat unggahan teman yang memakai video tolong di perbaiki,1,2025-12-23 15:41:46
STOK d,"adain fitur arsip status WhatsApp min biar kita bisa liat status yang dulu di upload min, semoga di buatin",5,2025-12-23 15:38:29
Amanda Putri,whattsapp kenapa pacar ku gabsa sematin chatt aku di apk wa nya ? apa kendala nya ?,4,2025-12-23 15:37:20
elsa suren,"baguss!!. tapi kadang vn saya suka error, kaya tiba tiba berhenti sendiri di detik 3/4 lalu lanjut kembali dengan sendirinya, itu kira kira kenapa yaa? ada saran supaya tidak seperti itu lagi ga daru kaliann?? kalo ada tulis yaa.",4,2025-12-23 15:36:59
Darah Setan,puas,5,2025-12-23 15:36:02
Andika Jawa,bagus,5,2025-12-23 15:36:00
Bar Bar,Bagus,1,2025-12-23 15:35:01
Clara Lara,"WhatsApp sebenarnya tidak ada masalah tapiiiiiii yang membuat saya menyesal dan tak terima adalah tiba-tiba WhatsApp saya terhapus dan tidak bisa di download lagi knp???? Padahal saya tidak pernah menghapus WhatsApp jika tak di perlakukan,saya sangat kecewa karena SEKARANG! SAYA TIDAK bisa mendownload nya lagi karena memo penuh.",4,2025-12-23 15:34:09
Dani Jaco,"kenapa setiap upload video si status selalu buram ,padahal sudah di seting HD semua , tapi sama aja buram kaya ho jaman dulu. perbaiki dong washap",3,2025-12-23 15:33:28
2 They,"Please watch the video in the status so that until it's finished you can move to the second video, without clicking. so that we don't waste time making videos that are difficult for only a few people to watch them",3,2025-12-23 15:32:09
Musfika Sari,bagus,5,2025-12-23 15:31:35
Dani Sukmana,Bagus tau,5,2025-12-23 15:29:03
Rahmatul Ulya,"adminn tolong dongg bug nyaa, mau arsipin chat aja ga bisa, sematkan chat juga ga bisa, truss satuu lagiii tlfnan kalo udah 12 jam pasti matiii sendiri padahal jaringan keduanya amann",1,2025-12-23 15:28:45
FARUQ RAFAEL,sangat cocok untuk segala hal,5,2025-12-23 15:28:34
Madhan,tidak bisa mencandangkan,3,2025-12-23 15:27:47
erere tetete,bagus,5,2025-12-23 15:26:30
Lukman Kohid,mantap,5,2025-12-23 15:26:23
Kadi Liputo,bagus,5,2025-12-23 15:24:03
Tegar revila Tegar revila,bagus,5,2025-12-23 15:23:16
SekolahGTI,"Tolong saya please, operator. Aku sedang dalam masalah besar sekarang. Saya hendak ingin memasukkan nomor WhatsApp saya ke ""Setuju dan Lanjutkan"" lalu masuk ke Screen dimana tempat akan memasukkan ""Nomor Telepon"". Tapi saat berada di layar itu, tempat tersebut sama sekali tidak bisa di interaksi. Padahal aku sudah melakukan segala cara, WhatsApp versi terbaru, WiFi lancar, hapus aplikasi dan download lagi, semua cara intinya. Aku pikir ini Bug? Jika Bug, please di fix segera",1,2025-12-23 15:22:02
Ini Stia,TOLONG TAMBAHKAN FITUR HAPUS KONTAK DARI APLIKASI WHATSAPP,2,2025-12-23 15:19:56
HERI YAWAN,mantap,5,2025-12-23 15:19:01
Fahreza Kurnia Pratama,gak suka terus pakai nomor baru terus,1,2025-12-23 15:16:35
Rafi Maulan putra,ada bug ke logout sendiri akunnya,1,2025-12-23 15:16:34
aep og,apk kentang,1,2025-12-23 15:15:49
Ririn Putri,banyak spam wa gak jelas aneh,1,2025-12-23 15:13:26
Idris Muhammad,Top,5,2025-12-23 15:13:24
martdessy Hanny,bagus ya tp kok di hp saya gk ada filter pas lagi video kolan aneh tapi tetep saya kasi bintang 5 soal bisa ngobrol sama teman saya makasih whatsapp,5,2025-12-23 15:11:01
Aliyah Mahnunah,bingungi boss tiba2 hilang...,4,2025-12-23 15:10:42
Wahidin Salhki,tolong pihak whatsapp untuk memperbaiki unggahan media agar media yg di unggah menjadi lebih baik,1,2025-12-23 15:09:55
Marttover Marto,ok,5,2025-12-23 15:09:40
Dinda Safitri,"Semua chat tiba² hilang, terus pas di suruh pulihkan riwayat chat malah kontaknya yg ikut hilang, tolong dong ini WhatsApp kenapa makin begini?",5,2025-12-23 15:08:36
Pahri Nursiam,saya sangat senang karena wa sekarang lebih bagus dari pada yang sebelumnya tapi ada minusnya selalu kena spam tolong hilangin spam nya,5,2025-12-23 15:07:51
Rsya Aditya27,"PLIS MASALAH FITUR MUSIK UNTUK STORY TOLONGLAH JADIIN KAYA INSTAGRAM YANG DIMANA AUTO MUNCUL MUSIK"" YANG LAGI POPULER ATAU TRENDING JANGAN MALAH MUNCULIN MUSIK"" GA JELAS ATAU JAMAN DULU BANGETTT, DAN CONTOH NYA LAGI GUA NGETIK (DANGDUT) MAKSUD GUA TU DANGDUT YANG JAMAN SEKARANG BUKAN MUSIK DANGDUT JAMAN DULU TAHUN 90 AN WOIIIII",2,2025-12-23 15:07:10
HENGKY JR,"tolong dong buat filter yang muknya mirip ayam di hapus, kalau mau vc filter andalannya ayam😣😣",5,2025-12-23 15:05:47
Jagat Satria,ok bngt yes good,5,2025-12-23 15:05:44
Ida Ariani,🙂,1,2025-12-23 15:04:35
AnangBoy,"kenapa notifikasi panggilan dan pesan wa nya sering delay ya sekarang, , tolong lah di perbaiki.",3,2025-12-23 15:04:08
Anisa Ayu Wulandari,"gmn si sekarang whatsapp parah bgt bentar2 kena spam!! padahal ga ada yg lg chat aneh2! tolong dong diperbarui lg biar bentar2 ga kena spam gini, gajelas bgt!!",1,2025-12-23 15:03:33
Sukya Sejati,saat ini sya blum bsa memperkpikasi nmer whatsapp saya,5,2025-12-23 15:02:50
Neta,gampang dlm komunikasi dll,5,2025-12-23 15:02:02
Khaidar Azzam,baik,5,2025-12-23 15:01:53
Erdi Anto,baik,5,2025-12-23 15:01:36
Silla Amalia,"gak jelas banget, harusnya kalo udh disematkan itu ya tersemat sampai kita sendiri yg lepasin, ini malah pas disemat ga seberapa lama ilang logo sematannya",1,2025-12-23 15:00:27
Intan Toboalimu,aku gak tau mau ngomong apa lagi karena wa ini sangat bagus bagi ku 💋,5,2025-12-23 14:58:53
Frengky Yunando,no sering hilang,1,2025-12-23 14:58:18
ariyo saputra,keren,5,2025-12-23 14:57:59
Jihara Sya,minesnya punyaku ga ada fitur foto live,4,2025-12-23 14:57:03
Jhembre Pokpik,bagus,5,2025-12-23 14:56:13
Xbox Pion,hp gua gak bisa kirim sekali lihat angka satunya yg di buletin gak ada anjir,1,2025-12-23 14:55:25
kristian rahargo,ringtone tidak bisa dirubah,1,2025-12-23 14:54:59
Saiful Lamno,"bagus banget,dan bermanfaat bg banyak aorang",5,2025-12-23 14:54:38
Afifur Rohman,"saya tidak melanggar apa"" namun nomor saya di blokir oleh pihak WhatsApp",1,2025-12-23 14:54:31
H Sayuti,Ok,5,2025-12-23 14:53:49
Santosa Santo,komunikasi lancar,5,2025-12-23 14:53:44
Badjra 250,susah zoom story foto,1,2025-12-23 14:52:32
Masitah 99,ini bugissih,5,2025-12-23 14:50:38
Ddw Imup,bagus,5,2025-12-23 14:50:04
Heni Lestari,bagus,4,2025-12-23 14:49:07
Nasywa Nasywa,"APALAH MASA PAS TELPONAN SUARA NYA MANTUL IHHH, GA NYAMAN DI DENGER!!!!",1,2025-12-23 14:48:17
Agrita Wabiser,Saya mau download aplikasi WhatsApp,5,2025-12-23 14:48:16
Angger Prasongko,ok,4,2025-12-23 14:46:04
Mukhlason,kenapa WA saya kalo save WA baru wa nya kenak spam,3,2025-12-23 14:46:00
Dika Wisang,gak ada game nya,1,2025-12-23 14:43:36
Susianti Manangkoda,baguss,5,2025-12-23 14:43:25
yoana syawalina,"KENAPA GA BISA MENCET EMOJIIIII, KESELL DEHH",3,2025-12-23 14:41:26
Lukman Soraya,Aplikasi nggk menarik,5,2025-12-23 14:40:20
Yudha Saputra,"tlng bug WhatsApp bnyk Skali 1.status ska hilang sndri 2.pp ny suka gaada, sama info WhatsApp ny knpaa di ksih durasi sih, enak² gada durasi eh Mlah ad durasi infonya update macam ap ini tlong infonya kemblikan seperti dlu🙏🏻🙏🏻, fitur² ny gaa guna Skrang",1,2025-12-23 14:39:34
Cecep Hendriana,"Eror mulu,, tidak menanggapi terusss",4,2025-12-23 14:38:55
Nafnaf13 Mawadah,bagus,5,2025-12-23 14:38:54
Septi Kediri,"kok WhatsApp jadi begini?pdhal cuma 1 perangkat yang tertaut tpi kok bisa kelogout sendiri?sehari bisa smpe 5 kali,aku kira nomernya yng bermasalah pas udh ganti nomer kok tetep",2,2025-12-23 14:38:37
Adelia Wardani,Knpa saya susah dowload y,3,2025-12-23 14:37:11
Muhamad Nur falih,"apk gajelas,ruang penuh dikit langsung ke reset semua chat nya,tololl",1,2025-12-23 14:35:56
cherybrii,pliss WhatsApp ada in fitur slide foto kaya yang di tiktok 😣,5,2025-12-23 14:35:02
Miaww Lalisa,lumayan,4,2025-12-23 14:34:40
Liza Cun,"sering ngebug,akun ke log out sndri",1,2025-12-23 14:33:55
Eko,good,5,2025-12-23 14:33:50
Sonya Aritonang,sangatt bagusss apalagi setiap ada update whatsapp semakin canggih,5,2025-12-23 14:30:48
Nur Jihad,kecewa parah si masa mau chat no baru langsung kena pelanggaran chat spam.gimna ini masa setiap mau chat no baru kena pelanggaran terus tolong dong min,1,2025-12-23 14:29:33
Nanang Sujaman,mantap,5,2025-12-23 14:29:03
Alal Boy,minimal update bukain kek yg wa nya ke ban hadeh,1,2025-12-23 14:28:20
Sis Wanto,whatsapp fika kartika,5,2025-12-23 14:27:58
Audrey audrey,Wow it is amazing,5,2025-12-23 14:27:29
Khayla Khodijah,tidak bisa log in,5,2025-12-23 14:27:22
purwanto,yeuhh tololl makin update makin banyak juga bug yang harus di tampung,1,2025-12-23 14:25:47
Dhavin Cf,sering bug gimana udah download WhatsApp messenger yang resmi tapi tetap dikira tidak resmi,1,2025-12-23 14:25:06
Dianna Ruby,"tiba-tiba chat di WhatsApp hilang beberapa hari terakhir, upload story wa juga hilang padahal masih ada kalau dilihat kontak yang lainnya itu bagaimana yaa? sudah coba dicadangkan masih hilang, di uninstall dan diinstall lagi pun malah mulai pencadangan ulang",1,2025-12-23 14:25:06
Bang Oca,sangat membantu,1,2025-12-23 14:25:00
Intan Dayani,lama keluar kode WhatsApp nya,1,2025-12-23 14:23:34
carinamahina jasmine,minusnya tdk ada efek di saat vc,4,2025-12-23 14:20:32
Masling 2009,Halo tim WhatsApp jadi saya sudah menggunakan whatsapp versi terbaru... Tetapi akun whatsapp saya tidak muncul fitur efek panggilan vidio... Atau fitur baru dari whatsapp yang vidio call... Menunggu efek/filter semoga aku saya cepat muncul,2,2025-12-23 14:20:27
Sofian Kece,"Poko,nya ooookk mantuuull ,,,,,,,"".",5,2025-12-23 14:20:26
keila eleanor,kenapa ya di tempat saya kamera ya mirror?,3,2025-12-23 14:19:04
Citra Aurelia,Cukup bagus,5,2025-12-23 14:17:54
Sugianto Anto,oke,5,2025-12-23 14:16:17
Arif,"ini aplikasi kenapa woy,,tiba tiba akun saya kena ban,padahal ga ngapa ngapain,dan banyak kasus juga dari pengguna lain yg kena band masal,tolong perbaiki sisitem nya",1,2025-12-23 14:16:06
Gempol,Aplikasi yang sangat mengesankan dan memuaskan untuk mempermudah jaringan yang sangat luas,5,2025-12-23 14:15:36
Aldy Pakaya577,"mntap , tapi knp bio saya TDK bisa di lihat orang lain padahal udh update trus, tolong solusinya",3,2025-12-23 14:15:06
Rinikrispila1998 Ajum,Sangat membantu,5,2025-12-23 14:12:01
Husni Davinzo,sangat baik,5,2025-12-23 14:11:56
Fery Setiawan,bagus saya kasih full bintang,5,2025-12-23 14:10:14
Catur Win,membantu komunikasi,5,2025-12-23 14:09:05
Bagong bagong90,whatsap sekarang Gampang kena kenon woii gabakal donload lagi gw,1,2025-12-23 14:08:58
Erna Alenaa,yang terbaik,5,2025-12-23 14:07:45
fhrl hdytllh,Welllll,5,2025-12-23 14:07:32
Zaky Firman,gampang mogok,1,2025-12-23 14:06:01
doni setiawan,sampah mau login aja susah nungggu kode otp gak di kirim kirim,1,2025-12-23 14:04:29
Bela Lila (Nda),Ok,5,2025-12-23 14:04:12
Adi Brio,. sudah 👍,5,2025-12-23 14:04:12
Jarot Rot,aplikasinya bagus,5,2025-12-23 14:04:11
Ghina Khairunnisa,gw gabisa hidup biasa tanpa wa,5,2025-12-23 14:03:34
nursalim,"tidak bisa login dg alasan ""whatsapp tidak resmi""padahal saya sudah download langsung dari play store. makin gaje aja wa sekarang",1,2025-12-23 14:02:34
Lukaku Tutur,Saya beri bintang lima,5,2025-12-23 14:01:42
Davin Satria,kenapa pas nelfon menghubungi padahal jaringan bagus bagus aja ? ngebug apa gimana dan ini bukan ke satu nomer aja saya nelfon ? Perbarui lagi yang layak,2,2025-12-23 14:00:15
Disogok disogok Keri keri keri,nomer hilang biasa nya lsngsung masuk ini harus minta code otp,1,2025-12-23 13:59:52
aura zamzam,bagusss,5,2025-12-23 13:58:25
Risnaa,terbaik,5,2025-12-23 13:58:04
Tengkunabila Thalia,aplikasi ini sangat lah bagus 👍😎,1,2025-12-23 13:57:38
Aldi K.,"TOLONG SEKALI, WHATS APP KALAU UPDATE, MISAL ADA EROR SEGERA DIPERBAIKI DONG.",3,2025-12-23 13:57:25
Wafi Azka,👍,1,2025-12-23 13:57:21
Boyss Henn,keseringan ubdte dan bnyk bug tolong dibagusi🙏,4,2025-12-23 13:55:17
Iki Jmb,apk bagus kok aku keluar ya dari akun aku tolog di perbaiki ya kk,5,2025-12-23 13:54:48
Syaiful Gozi,gak bisa bikin sw jancokk,1,2025-12-23 13:54:21
Reno Ren,ok,1,2025-12-23 13:51:33
Ahmad Mazmudin,video call sering suaranya hilang padahal sedang kerja,1,2025-12-23 13:51:11
Aldi Ramadhan,ada bug tidak dapat menggunakan vitur tag,1,2025-12-23 13:50:28
Sugiarti Oke,gak suka sama.whatsap yg sekarang kenapa kalau no hp yang sudah di blokir tidak bisa di hapus dari kontak kalau kaya gini terus ya ketahuan lah no yang udah d blokir tapi masih ada d kontak whatsap,1,2025-12-23 13:50:24
Galang Zzz,Whatsapp saya terkena blokir padahal saya tidak melanggar ketentuan whatsapp saya mohon ditinjau ulang dan aktifkan akun saya kembali akun saya karena isinya sangat penting terimakasi,5,2025-12-23 13:49:52
